timestamp,file,scenario_name,model,style,answer,correct_choice,is_correct,question,choice_A,choice_B,choice_C,choice_D
2025-10-11T09:47:00Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveBridgeIce_v1_MCQ_policy_checked.json,AggressiveWeaveBridgeIce_v1,x-ai/grok-4,policy,D,D,True,"The ego vehicle approaches a narrow, icy mountain switchback at night with poor visibility, planning a right lane change. A lead car suddenly brakes hard at 30 seconds, reducing traction and visibility further. Given the high risk of skidding and limited escape options, what minimum time gap should the ego vehicle maintain to the lead vehicle during the lane change, based on conservative safety policy for adverse conditions?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-11T09:47:01Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveOilSpillHairpinTurnReactHard_MCQ_comparative.json,AggressiveWeaveOilSpillHairpinTurnReactHard,x-ai/grok-4,comparative,A,A,True,"On a rainy evening with poor visibility, you approach a hairpin turn with an oil spill. An aggressive driver weaves nearby, and an emergency vehicle requires your response. Hazard lights activate with deceleration at 300s. Which maneuver minimizes collision risk while prioritizing safety?",Brake gradually to reduce speed,Accelerate to clear the area quickly,Change lanes away from hazards,Maintain current speed and position
2025-10-11T09:47:12Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveOilSpillLevelCrossing_v1_MCQ_scenario.json,AggressiveWeaveOilSpillLevelCrossing_v1,x-ai/grok-4,scenario,B,B,True,"Rain reduces visibility and road traction on a three-lane road approaching a railroad crossing with a stop line at x = -100.0. An aggressive driver weaves nearby, while an oil spill increases slipperiness. Given poor lighting, looming hazard cues, and potential sudden maneuvers, what should be the ego vehicle's primary safety priority?",Maintain current speed to ensure steady progress through the hazard zone,Prepare for early deceleration to handle sudden braking or cut-ins near the crossing,Immediately change lanes to distance from the aggressive driver regardless of position,"Focus solely on avoiding the oil spill, assuming other vehicles will brake in time"
2025-10-11T09:47:19Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveOnRampMerge_v1_MCQ_scenario.json,AggressiveWeaveOnRampMerge_v1,x-ai/grok-4,scenario,C,C,True,"The ego vehicle approaches a stop line at 30 m/s on a three-lane highway with an on-ramp merge, needing to stop before the line. A motorcycle weaves aggressively at 40 m/s in lane 2, starting ahead at -200.0 meters. With no traffic signals active, what should be the primary safety priority for the ego vehicle?",Match the motorcycle's speed to maintain consistent relative motion.,Focus exclusively on stopping before the stop line regardless of the motorcycle.,Anticipate the motorcycle's lateral movements while planning a controlled stop.,Change lanes immediately to avoid any interaction with the motorcycle.
2025-10-11T09:47:32Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveCarHairpinConstruction_v1_MCQ_comparative_checked.json,AggressiveCarHairpinConstruction_v1,x-ai/grok-4,comparative,A,A,True,"In a construction zone on a gravel road with an 80 kph limit and a hairpin turn, an aggressive car merges into your lane in 50 seconds. You must navigate the turn while avoiding sudden maneuvers. Which maneuver minimizes collision risk given the gravel surface and merging threat?",Brake moderately to increase headway,Accelerate slightly to create space ahead,Change lanes away from the merging car,Maintain current speed and position
2025-10-11T09:47:32Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveRainHardLow_v1_MCQ_scenario.json,AggressiveWeaveRainHardLow_v1,x-ai/grok-4,scenario,D,D,True,"At night, in heavy rain just after a tunnel exit, the road has three lanes and a 100 km/h speed limit. Visibility is poor, the road is slick, and a construction zone requires strict lane discipline. The ego vehicle travels at 100 km/h with no lead vehicles, and the traffic light ahead remains green. What should be the primary safety priority?",Increase speed slightly to reduce time spent in low-visibility area,Maintain current speed and lane position with precise control,Move to the rightmost lane immediately for easier exit access,Gradually slow down below 100 km/h to account for reduced traction and sight distance
2025-10-11T09:47:33Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveOilResidentialRoundabout_MCQ_policy.json,AggressiveWeaveOilResidentialRoundabout,x-ai/grok-4,policy,D,D,True,"An ego vehicle approaches a roundabout in a residential area with oil spill hazards, speed bumps, and an aggressive vehicle weaving after 10 seconds. Given clear weather but medium traffic and slip risks, professional driving policy requires conservative headway management. What minimum time gap should the ego vehicle maintain to ensure safety considering the hazard and aggressive behavior?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-11T09:47:38Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveIcyParkMediumLow_MCQ_policy.json,AggressiveWeaveIcyParkMediumLow,x-ai/grok-4,policy,C,C,True,"An ego vehicle approaches a T-intersection at night with icy roads, poor visibility, and no active traffic signals. Given the high speed limit, reduced traction, and need for precise parking, safe driving policy requires conservative speed reduction well in advance. What is the most appropriate minimum time gap to maintain during deceleration for control and safety?",2.0 seconds,3.0 seconds,4.0 seconds,1.5 seconds
2025-10-11T09:47:50Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveNightRoundabout_MCQ_policy.json,AggressiveWeaveNightRoundabout,x-ai/grok-4,policy,C,D,False,"In a 100 kph roundabout at night with low traffic, an actor suddenly brakes hard ahead. Given good visibility but sudden deceleration risk, apply conservative safety margins. What minimum time gap should you maintain to avoid collision?",1 second,2 seconds,3 seconds,4 seconds
2025-10-11T09:48:10Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveRainyMountain_v1_MCQ_policy.json,AggressiveWeaveRainyMountain_v1,x-ai/grok-4,policy,D,D,True,"Given heavy rain, night conditions, and a sudden deceleration by an aggressive lead vehicle, safe driving policy demands increased following distance. With reduced traction and visibility, conservative time-to-collision margins must compensate for delayed perception and longer stopping distances. What minimum time gap should the ego vehicle maintain to align with defensive driving principles under these high-risk conditions?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-11T09:49:15Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveNightHighTraffic_v1_MCQ_policy.json,AggressiveWeaveNightHighTraffic_v1,x-ai/grok-4,policy,D,D,True,"At night on a four-lane highway with neon glare reducing visibility, the ego vehicle approaches an off-ramp at 100 km/h, surrounded by aggressive, cautious, and reckless vehicles. Given low visibility and high risk of sudden maneuvers, safety policy suggests maintaining a conservative time gap. What minimum time gap should the ego vehicle keep to the lead vehicle to allow sufficient crash avoidance time if an emergency stop occurs?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-11T09:49:23Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveClearDaySignalizedEasy_MCQ_scenario.json,AggressiveWeaveClearDaySignalizedEasy,x-ai/grok-4,scenario,B,B,True,"An autonomous vehicle starts at x = -80.0, heading toward a parking spot at x = -100.0, beyond a signalized crossing at x = -50.0. The traffic light alternates every 60 steps, starting with no red delay. Despite clear visibility and no traffic, what should be the vehicle's primary safety priority?",Accelerate to reach the parking spot quickly before the light changes,Stop smoothly before the stop line regardless of light phase,Proceed cautiously through the intersection if no pedestrians are visible,Prioritize parking precision over stopping at the stop line
2025-10-11T09:49:38Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveSandstormTunnelExit_v1_MCQ_scenario.json,AggressiveWeaveSandstormTunnelExit_v1,x-ai/grok-4,scenario,B,B,True,"An autonomous vehicle exits a tunnel at dawn during a severe sandstorm, with low visibility and no surrounding traffic. It travels at 90 km/h, must stop completely before a stop line at x = -50.0, and no traffic signals are active. Given the environmental conditions and stopping requirement, what should be the vehicle's highest priority upon tunnel exit?",Maintain current speed until visual confirmation of the stop line,Begin immediate and controlled deceleration to ensure stop before the line,Rely on tunnel navigation data and delay braking until signal improves,Proceed through the intersection as the light is green
2025-10-11T09:50:52Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveEcoRainyStopSign_MCQ_comparative.json,AggressiveWeaveEcoRainyStopSign,x-ai/grok-4,comparative,C,B,False,The ego vehicle starts stationary at x=-300.0 and must stop before the stop line at x=-150.0 on a rainy evening with moderate visibility. An aggressive driver in lane 1 at x=-200.0 traveling at 20 m/s weaves unpredictably and will brake suddenly at 300 seconds. Which maneuver minimizes collision risk while ensuring compliance?,Accelerate to merge ahead,Brake gradually to stop,Change lanes away,Maintain speed cautiously
2025-10-11T09:51:00Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveClearDay_v1_MCQ_hybrid.json,AggressiveWeaveClearDay_v1,x-ai/grok-4,hybrid,B,D,False,"The ego vehicle starts 150 m before an uncontrolled intersection on a dry mountain road with a speed limit of 80 km/h (22.22 m/s). Assuming a driver perception–reaction time of 1.5 seconds, a maximum deceleration of 7 m/s², and a 5% downhill gradient that slightly reduces effective braking, what is the minimum safe headway required to ensure a full stop without collision if the lead vehicle becomes stationary after the reaction delay?",15.00 m,33.33 m,48.33 m,67.56 m
2025-10-11T09:51:10Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveSnowstormBridge_v1_MCQ_scenario.json,AggressiveWeaveSnowstormBridge_v1,x-ai/grok-4,scenario,C,C,True,"On a narrow two-lane bridge at night during heavy snow, visibility is poor and road markings are obscured. The ego vehicle approaches at high speed while an aggressive car weaves unpredictably ahead, exceeding the speed limit. Given the lack of traffic signals and dynamic hazards, what should be the ego vehicle's highest priority to ensure safety?",Maintain high speed to clear the bridge quickly,Rely on headlights to assess gaps in traffic,Decelerate immediately to increase time-to-collision,Match the aggressive car's lateral movements
2025-10-11T09:51:38Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveStop_v1_MCQ_comparative.json,AggressiveWeaveStop_v1,x-ai/grok-4,comparative,A,A,True,"The ego vehicle travels at 25 m/s on a three-lane uphill road with a 90 km/h speed limit, 300 meters from a stop line. The light is green but requires a full stop without violating the signal. Given optimal conditions and no immediate traffic, which maneuver best balances precise stopping and safety margins while accounting for uphill deceleration effects?",Brake gradually to stop at the line,Maintain current speed,Accelerate slightly before braking,Change lanes and coast
2025-10-11T09:51:52Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveRainTunnelEntryReactHard_MCQ_scenario.json,AggressiveWeaveRainTunnelEntryReactHard,x-ai/grok-4,scenario,C,B,False,"An autonomous vehicle approaches a tunnel in heavy rain at 100 km/h, with reduced visibility and traction. A lead vehicle suddenly decelerates at 3 m/s² while hazard lights activate. The ego vehicle must avoid collision without violating safe headway. What should be the highest priority in this scenario?",Maintain speed to avoid being rear-ended by the tailgater,Immediate maximum deceleration regardless of tailgater presence,Match deceleration of the lead vehicle to preserve headway,Prioritize smooth braking to prevent skidding on wet road
2025-10-11T09:51:52Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveSafeUTurn_v1_MCQ_comparative.json,AggressiveWeaveSafeUTurn_v1,x-ai/grok-4,comparative,C,C,True,"During evening hours on a flooded, poorly visible 3-lane weaving section with a stop line at x = -50.0, the ego vehicle starts at x = -100.0, traveling 80 km/h toward a mandatory U-turn. Performing the U-turn too late risks crossing the stop line at high speed, while doing it too early may reduce stability on flooded pavement. Which maneuver minimizes collision risk and avoids red light violation?",Accelerate to 100 km/h before initiating the U-turn,Maintain 80 km/h and begin U-turn at x = -75.0,Brake to 40 km/h and initiate U-turn near x = -60.0,Perform an immediate U-turn at x = -100.0
2025-10-11T09:52:01Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveThunderstormRoundabout_v1_MCQ_comparative.json,AggressiveWeaveThunderstormRoundabout_v1,x-ai/grok-4,comparative,A,A,True,"The ego vehicle approaches a roundabout at 80 kph on a narrow bridge during heavy rain, with poor visibility and no traffic signals. Maintaining speed risks loss of control, while braking may affect lane discipline. Which maneuver best minimizes collision risk and ensures safe entry?",Brake gently to reduce speed before the roundabout,Accelerate to clear the roundabout quickly,Change lanes aggressively to gain position,Maintain current speed and steering
2025-10-11T09:52:03Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveTaxi_DesertEasy_v1_MCQ_scenario.json,AggressiveWeaveTaxi_DesertEasy_v1,x-ai/grok-4,scenario,B,B,True,"The ego vehicle starts 300 meters before a curved highway section in a desert during midday. Visibility is good, but heat mirages may affect perception. The road has three lanes, no traffic, and no obstacles. What should be the primary safety priority when approaching the curve to ensure a safe stop at the designated parking spot?",Maximize speed early to minimize travel time before the curve,Maintain a steady speed and smoothly reduce speed before the curve,Change lanes frequently to simulate aggressive weaving behavior,Stop abruptly just before the curve to test braking precision
2025-10-11T09:52:13Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveThunderstorm_v1_MCQ_comparative.json,AggressiveWeaveThunderstorm_v1,x-ai/grok-4,comparative,A,A,True,"During a thunderstorm at night, the ego vehicle approaches an off-ramp diverge at 27.8 m/s with heavy rain reducing visibility. The pedestrian crossing near the diverge poses a potential risk, and no traffic signals are active despite a green light. Given low traffic but poor perception conditions, which maneuver best balances safety and control?",Brake gradually to reduce speed before the diverge,Accelerate to clear the area quickly,Change lanes abruptly to the left,Maintain current speed through the diverge
2025-10-11T09:52:16Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveTouristHailstormCurvedHighway_v1_MCQ_scenario.json,AggressiveWeaveTouristHailstormCurvedHighway_v1,x-ai/grok-4,scenario,C,C,True,"A hailstorm reduces visibility and road traction on a curved highway with a 100 km/h speed limit. An aggressive vehicle ahead weaves and suddenly cuts into the ego vehicle’s lane while braking hard at 6 m/s². Given the weather, road curvature, and abrupt maneuver, what should be the ego vehicle’s highest priority to ensure safety?",Maintain speed and lane position to avoid overreacting,Immediately swerve into another lane to create distance,"Prioritize smooth, controlled braking to avoid skidding",Accelerate to reduce time spent near the aggressive vehicle
2025-10-11T09:52:38Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveYIntersection_v1_MCQ_policy.json,AggressiveWeaveYIntersection_v1,x-ai/grok-4,policy,D,D,True,"Given the foggy conditions, dense traffic, and aggressive vehicle behavior, what minimum time gap should the ego maintain behind the cautious truck to comply with safety policies? A conservative buffer is critical due to limited visibility and potential hard braking events. What is the appropriate following distance policy?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-11T09:53:06Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveRedBridge_v1_MCQ_hybrid.json,AggressiveWeaveRedBridge_v1,x-ai/grok-4,hybrid,B,D,False,"At 100 km/h (27.78 m/s) on a suspension bridge with variable crosswinds (12–15 m/s) and a possible cut-in by a vulnerable road user, the driver must maintain adequate spacing to compensate for aerodynamic instability and human reaction delay. Assuming standard human reaction time (1.5 s) and up to 20% loss in braking efficiency due to crosswind drift and steering correction, what is the minimum safe headway time required to avoid collision?",1.5 s,2.0 s,2.5 s,3.0 s
2025-10-11T09:54:44Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_DawnTunnelEntry_v1_MCQ_scenario_checked.json,AggressiveWeave_DawnTunnelEntry_v1,x-ai/grok-4,scenario,B,B,True,"At dawn, the ego vehicle approaches a tunnel on a two-lane road at 27.78 m/s, 100 meters behind a fast, weaving truck moving at 33.33 m/s in the left lane. A green light persists 50 meters before the tunnel, with no pedestrians or upcoming signal change. What should be the ego vehicle's safest priority?",Increase speed to pass the truck before the tunnel,"Maintain speed and lane position, preparing to decelerate",Immediately change lanes to overtake the truck on the right,Brake hard to create maximum distance from the truck
2025-10-11T09:55:10Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveSnowstormBridge_v1_MCQ_hybrid.json,AggressiveWeaveSnowstormBridge_v1,x-ai/grok-4,hybrid,B,D,False,"The ego vehicle travels at 50 km/h (13.89 m/s) on a snow-covered bridge with poor visibility. Maximum deceleration is 4 m/s², and driver reaction time is 1.5 s. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum safe headway to avoid collision?",15.25 meters,20.83 meters,27.78 meters,34.72 meters
2025-10-11T09:55:12Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_GravelBridge_v1_MCQ_policy_checked.json,AggressiveWeave_GravelBridge_v1,x-ai/grok-4,policy,D,D,True,"A vehicle ahead suddenly brakes on a gravel suspension bridge with crosswinds at 100 km/h. The lead car began 50 meters ahead and decelerated sharply after 10 seconds. Given the adverse traction, lateral instability, and high initial speed, what minimum time gap should the ego vehicle maintain to comply with conservative safety policy under these high-risk conditions?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-11T09:55:21Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_GravelTunnel_v1_MCQ_scenario_checked.json,AggressiveWeave_GravelTunnel_v1,x-ai/grok-4,scenario,C,C,True,"During daylight on a dry, low-grip gravel road approaching a tunnel, the ego vehicle travels at 30 m/s with no nearby traffic. A vulnerable road user may appear, and an aggressive driver is expected to weave unpredictably. Given the high speed and reduced traction, what should be the primary safety priority?",Maximize speed to exit the tunnel zone quickly,Maintain current speed and lane position steadily,Reduce speed slightly to increase control margin,Change lanes frequently to avoid potential cut-ins
2025-10-11T09:55:34Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_Hailstorm_v1_MCQ_scenario_checked.json,AggressiveWeave_Hailstorm_v1,x-ai/grok-4,scenario,B,B,True,"A severe hailstorm reduces visibility and traction on a two-lane highway where an aggressive vehicle weaves erratically ahead at 30 m/s. At 30 seconds, it suddenly decelerates at 4.0 m/s² for 2.5 seconds. The traffic light is inactive, and the ego vehicle approaches at 28 m/s. What should be the ego vehicle's highest priority to maintain safety?","Maintain speed and lane position, relying on increased following distance.",Prepare for abrupt deceleration and potential lateral intrusion.,Change lanes immediately to avoid the erratic vehicle ahead.,"Stop behind the stop line, awaiting improved visibility."
2025-10-11T09:55:50Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_HailstormRoundabout_MCQ_scenario_checked.json,AggressiveWeave_HailstormRoundabout,x-ai/grok-4,scenario,C,C,True,"During a hailstorm with poor visibility, the ego vehicle approaches a red-light-controlled roundabout exit at 25 m/s, while an aggressive car ahead suddenly brakes at 4.0 m/s². The ego must stop before the red light at x = -100.0 without violating the signal. Given reduced traction and the risk of rear-end collision, what should be the ego's highest priority?",Maintain current speed to avoid being rear-ended,Match the aggressive vehicle's deceleration exactly,"Begin immediate, controlled braking to ensure stop at the light",Accelerate to pass the aggressive vehicle before it cuts in
2025-10-11T09:56:14Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_LowVisibilityStopSign_v1_MCQ_comparative_checked.json,AggressiveWeave_LowVisibilityStopSign_v1,x-ai/grok-4,comparative,C,C,True,The ego vehicle approaches a stop sign at 80 meters distance with sun glare reducing visibility. A lead car in lane 0 suddenly brakes at 5.0 m/s² for 2 seconds. The ego must stop completely at the stop line without violation. Which maneuver best balances safe following distance and stop compliance under low visibility?,Hard brake immediately,Maintain current speed,"Slight deceleration now, prepare to stop",Accelerate to clear the intersection
